,RUL-predicted,TRUE-RUL
427,185.175,180
428,183.1375,179
429,171.29,178
430,174.72,177
431,187.845,176
432,184.8375,175
433,164.085,174
434,165.79,173
435,172.6575,172
436,171.2825,171
437,175.6525,170
438,177.7825,169
439,182.39,168
440,163.81,167
441,160.9975,166
442,155.155,165
443,175.7075,164
444,156.005,163
445,161.59,162
446,170.6325,161
447,176.8825,160
448,158.4425,159
449,151.1,158
450,162.6875,157
451,141.515,156
452,166.1025,155
453,141.915,154
454,145.0425,153
455,147.27,152
456,148.435,151
457,149.5975,150
458,145.91,149
459,151.11,148
460,167.0775,147
461,152.145,146
462,142.74,145
463,148.4525,144
464,142.4375,143
465,161.3025,142
466,138.9825,141
467,147.0275,140
468,135.085,139
469,155.565,138
470,141.405,137
471,127.0725,136
472,133.2325,135
473,135.855,134
474,130.88,133
475,135.475,132
476,127.81,131
477,137.175,130
478,146.7475,129
479,123.935,128
480,135.8925,127
481,123.455,126
482,131.2625,125
483,119.8275,124
484,127.945,123
485,116.5575,122
486,121.66,121
487,117.4125,120
488,111.695,119
489,109.9475,118
490,111.175,117
491,130.1875,116
492,126.8625,115
493,111.6825,114
494,114.8475,113
495,127.78,112
496,122.9675,111
497,107.8375,110
498,117.01,109
499,120.32,108
500,108.565,107
501,103.55,106
502,109.855,105
503,118.255,104
504,100.8375,103
505,103.4175,102
506,114.37,101
507,102.6575,100
508,106.5875,99
509,101.8975,98
510,92.105,97
511,101.4025,96
512,97.2325,95
513,99.54,94
514,85.76,93
515,196.7825,250
516,213.8225,249
517,219.3375,248
518,229.29,247
519,206.05,246
520,210.78,245
521,228.325,244
522,199.845,243
523,205.285,242
524,214.225,241
525,205.55,240
526,212.425,239
527,201.18,238
528,207.3125,237
529,209.4975,236
530,208.63,235
531,198.69,234
532,219.745,233
533,193.375,232
534,204.2025,231
535,209.07,230
536,198.1275,229
537,204.6725,228
538,192.8625,227
539,202.9875,226
540,187.4025,225
541,191.775,224
542,190.6475,223
543,191.825,222
544,193.355,221
545,210.2,220
546,190.6525,219
547,201.925,218
548,198.05,217
549,177.9,216
550,178.58,215
551,161.95,214
552,190.31,213
553,195.0925,212
554,191.2025,211
555,201.325,210
556,178.1075,209
557,182.29,208
558,164.3525,207
559,173.605,206
560,183.245,205
561,175.2575,204
562,175.79,203
563,165.1225,202
564,166.25,201
565,179.14,200
566,160.71,199
567,160.68,198
568,176.8775,197
569,162.9275,196
570,147.0075,195
571,168.93,194
572,164.7875,193
573,166.6075,192
574,157.705,191
575,192.9375,190
576,170.025,189
577,156.58,188
578,151.775,187
579,171.5475,186
580,160.4825,185
581,153.88,184
582,159.0725,183
583,163.0775,182
584,180.4075,181
585,155.4375,180
586,161.7225,179
587,142.3225,178
588,150.1575,177
589,158.71,176
590,163.915,175
591,148.61,174
592,152.235,173
593,150.4275,172
594,144.1875,171
595,146.04,170
596,147.54,169
597,138.645,168
598,146.5625,167
599,152.4075,166
600,171.1675,165
601,122.4325,164
602,142.27,163
603,131.065,162
604,150.15,161
605,142.955,160
606,141.5875,159
607,128.1,158
608,147.045,157
609,151.5925,156
610,154.905,155
611,133.0075,154
612,135.465,153
613,139.7925,152
614,116.7625,151
615,131.175,150
616,135.7775,149
617,123.5275,148
618,132.5475,147
619,154.355,146
620,147.525,145
621,131.6075,144
622,138.96,143
623,144.0425,142
624,118.93,141
625,110.715,140
626,124.2475,139
627,147.2,138
628,145.8525,137
629,117.7375,136
630,133.4625,135
631,123.035,134
632,119.2225,133
633,100.965,132
634,100.5575,131
635,131.165,130
636,119.6775,129
637,137.5525,128
638,126.45,127
639,129.005,126
640,106.075,125
641,129.7125,124
642,111.925,123
643,134.45,122
644,118.3875,121
645,113.2375,120
646,121.7875,119
647,108.935,118
648,131.0175,117
649,132.2225,116
650,119.6475,115
651,122.16,114
652,120.8075,113
653,125.3225,112
654,124.375,111
655,100.2175,110
656,108.9,109
657,108.3325,108
658,109.335,107
659,107.82,106
660,118.1475,105
661,117.4525,104
662,118.805,103
663,119.3975,102
664,112.3625,101
665,129.2075,100
666,117.72,99
667,110.805,98
668,121.9025,97
669,117.2825,96
670,119.3225,95
671,110.385,94
672,112.02,93
673,103.205,92
674,115.01,91
675,189.5475,260
676,201.3675,259
677,207.3875,258
678,209.77,257
679,197.8425,256
680,196.3875,255
681,194.425,254
682,181.6775,253
683,186.41,252
684,184.87,251
685,188.185,250
686,185.1675,249
687,190.0275,248
688,186.615,247
689,185.4975,246
690,185.425,245
691,184.5675,244
692,175.835,243
693,182.39,242
694,179.4975,241
695,182.9725,240
696,174.8825,239
697,181.545,238
698,176.0775,237
699,182.1725,236
700,194.7575,235
701,167.21,234
702,185.4875,233
703,171.605,232
704,159.0225,231
705,169.15,230
706,162.1,229
707,162.1675,228
708,170.3025,227
709,173.0375,226
710,158.5775,225
711,168.97,224
712,168.675,223
713,165.9275,222
714,165.03,221
715,172.53,220
716,167.5675,219
717,157.125,218
718,158.96,217
719,159.885,216
720,154.865,215
721,160.2675,214
722,162.695,213
723,163.9825,212
724,148.495,211
725,154.7925,210
726,154.07,209
727,155.5025,208
728,138.85,207
729,147.12,206
730,155.01,205
731,146.6925,204
732,140.5625,203
733,136.42,202
734,151.4275,201
735,132.4975,200
736,146.675,199
737,146.86,198
738,153.425,197
739,136.9125,196
740,155.0775,195
741,138.175,194
742,144.4925,193
743,131.4625,192
744,132.79,191
745,134.165,190
746,138.64,189
747,128.86,188
748,123.6925,187
749,129.67,186
750,137.6725,185
751,139.25,184
752,121.155,183
753,116.595,182
754,119.475,181
755,118.225,180
756,112.385,179
757,124.5125,178
758,128.7475,177
759,129.18,176
760,110.995,175
761,134.7975,174
762,109.1475,173
763,144.9525,172
764,104.025,171
765,113.7975,170
766,119.9325,169
767,105.4325,168
768,102.9575,167
769,108.3075,166
770,107.2125,165
771,110.29,164
772,109.4675,163
773,108.665,162
774,91.0825,161
775,100.83,160
776,108.005,159
777,101.0375,158
778,99.0275,157
779,104.7825,156
780,108.895,155
781,100.6825,154
782,102.705,153
783,97.0875,152
784,103.6275,151
785,94.4125,150
786,94.8975,149
787,94.365,148
788,94.9925,147
789,96.635,146
790,93.105,145
791,95.665,144
792,125.0175,143
793,86.6025,142
794,99.7875,141
795,115.3,140
796,91.46,139
797,95.39,138
798,99.64,137
799,91.9025,136
800,114.2625,135
801,90.6625,134
802,85.99,133
803,90.7725,132
804,89.2425,131
805,93.1775,130
806,100.8425,129
807,93.7275,128
808,84.3825,127
809,93.3175,126
810,87.9925,125
811,79.8125,124
812,92.565,123
813,85.7075,122
814,77.86,121
815,92.66,120
816,87.0375,119
817,100.375,118
818,91.375,117
819,79.675,116
820,99.6875,115
821,88.6225,114
822,83.65,113
823,89.8075,112
824,104.22,111
825,89.9775,110
826,70.6625,109
827,79.9925,108
828,81.83,107
829,78.2625,106
830,99.53,105
831,68.155,104
832,84.1525,103
833,95.9475,102
834,73.4175,101
835,73.3675,100
836,75.2525,99
837,70.305,98
838,80.23,97
839,80.155,96
840,67.99,95
841,183.995,165
842,201.0325,164
843,217.6475,163
844,196.6775,162
845,185.2925,161
846,193.6275,160
847,188.945,159
848,194.17,158
849,185.2475,157
850,187.2675,156
851,187.84,155
852,180.5275,154
853,188.97,153
854,188.1875,152
855,190.83,151
856,183.48,150
857,177.7225,149
858,181.0625,148
859,181.15,147
860,174.83,146
861,179.8225,145
862,181.6675,144
863,169.8725,143
864,185.7225,142
865,168.555,141
866,182.3,140
867,163.5125,139
868,174.6575,138
869,161.635,137
870,162.4125,136
871,168.6125,135
872,154.92,134
873,164.8075,133
874,165.665,132
875,154.5625,131
876,166.77,130
877,157.0525,129
878,147.985,128
879,165.3925,127
880,147.44,126
881,159.93,125
882,146.97,124
883,141.5225,123
884,155.0125,122
885,163.6525,121
886,155.29,120
887,146.1275,119
888,151.21,118
889,147.6425,117
890,152.76,116
891,131.81,115
892,146.32,114
893,141.8325,113
894,154.565,112
895,133.975,111
896,213.74,287
897,217.37,286
898,225.38,285
899,185.665,284
900,198.59,283
901,223.88,282
902,213.8975,281
903,210.37,280
904,206.43,279
905,214.6275,278
906,209.4925,277
907,199.25,276
908,188.3075,275
909,194.245,274
910,185.445,273
911,192.2675,272
912,204.0575,271
913,193.1325,270
914,200.465,269
915,206.17,268
916,206.0325,267
917,190.935,266
918,198.915,265
919,220.8675,264
920,182.7425,263
921,195.085,262
922,201.375,261
923,185.1825,260
924,173.3525,259
925,184.6375,258
926,182.06,257
927,178.8575,256
928,170.895,255
929,172.47,254
930,189.1,253
931,193.0325,252
932,164.9625,251
933,188.465,250
934,185.685,249
935,193.6025,248
936,167.485,247
937,167.6025,246
938,162.73,245
939,174.05,244
940,171.03,243
941,176.6225,242
942,167.0575,241
943,166.735,240
944,176.3675,239
945,179.3525,238
946,147.6325,237
947,143.8475,236
948,162.715,235
949,158.22,234
950,155.4575,233
951,168.5725,232
952,151.24,231
953,151.545,230
954,165.1275,229
955,158.8625,228
956,175.69,227
957,160.5325,226
958,166.775,225
959,154.7175,224
960,153.075,223
961,152.535,222
962,151.735,221
963,137.67,220
964,154.14,219
965,148.305,218
966,146.93,217
967,148.0925,216
968,163.895,215
969,136.3875,214
970,149.775,213
971,166.2575,212
972,145.5425,211
973,168.725,210
974,142.405,209
975,138.425,208
976,155.7575,207
977,146.6,206
978,145.6875,205
979,146.105,204
980,141.7825,203
981,146.9875,202
982,120.1325,201
983,135.915,200
984,146.635,199
985,135.9475,198
986,142.2825,197
987,137.135,196
988,131.705,195
989,146.435,194
990,149.415,193
991,144.405,192
992,143.03,191
993,125.32,190
994,131.0725,189
995,131.6975,188
996,140.67,187
997,119.2325,186
998,129.7275,185
999,127.03,184
1000,116.6375,183
1001,126.035,182
1002,129.35,181
1003,129.625,180
1004,139.0925,179
1005,154.13,178
1006,112.0125,177
1007,122.09,176
1008,135.5,175
1009,121.3375,174
1010,143.215,173
1011,107.9175,172
1012,135.9725,171
1013,124.775,170
1014,145.84,169
1015,129.5875,168
1016,119.5125,167
1017,159.2725,166
1018,120.675,165
1019,124.1525,164
1020,114.42,163
1021,119.0125,162
1022,116.825,161
1023,131.695,160
1024,113.3475,159
1025,131.365,158
1026,95.885,157
1027,107.71,156
1028,123.2875,155
1029,126.8875,154
1030,121.6625,153
1031,106.435,152
1032,107.8375,151
1033,119.375,150
1034,118.9725,149
1035,111.4475,148
1036,145.3625,147
1037,120.08,146
1038,142.9575,145
1039,112.0125,144
1040,127.27,143
1041,133.6775,142
1042,143.07,141
1043,106.43,140
1044,137.105,139
1045,113.8125,138
1046,122.7075,137
1047,114.6125,136
1048,117.81,135
1049,118.6725,134
1050,123.49,133
1051,121.68,132
1052,112.2575,131
1053,111.0725,130
1054,107.75,129
1055,135.7375,128
1056,110.7075,127
1057,118.1925,126
1058,123.1075,125
1059,109.6375,124
1060,116.8375,123
1061,110.89,122
1062,117.1975,121
1063,133.2475,120
1064,109.3725,119
1065,115.97,118
1066,126.4375,117
1067,124.205,116
1068,119.305,115
1069,113.9975,114
1070,115.8925,113
1071,134.0025,112
1072,126.27,111
1073,142.43,110
1074,121.0725,109
1075,116.44,108
1076,113.6625,107
1077,120.5275,106
1078,105.6525,105
1079,115.3375,104
1080,129.4525,103
1081,123.7725,102
1082,108.0325,101
1083,132.8475,100
1084,114.9525,99
1085,119.0725,98
1086,126.73,97
1087,112.3525,96
1088,184.5325,179
1089,193.3175,178
1090,201.4225,177
1091,207.9,176
1092,193.035,175
1093,190.5725,174
1094,195.175,173
1095,194.15,172
1096,185.4125,171
1097,200.7275,170
1098,191.9325,169
1099,193.82,168
1100,186.16,167
1101,182.1825,166
1102,187.785,165
1103,176.07,164
1104,186.5625,163
1105,179.3675,162
1106,176.9825,161
1107,170.8825,160
1108,175.03,159
1109,178.6825,158
1110,181.4725,157
1111,169.805,156
1112,171.9625,155
1113,171.615,154
1114,181.8125,153
1115,168.51,152
1116,162.1925,151
1117,163.38,150
1118,167.87,149
1119,177.0925,148
1120,171.6325,147
1121,170.9325,146
1122,166.925,145
1123,160.6325,144
1124,166.2725,143
1125,157.17,142
1126,155.11,141
1127,158.89,140
1128,161.275,139
1129,157.6025,138
1130,159.8975,137
1131,147.1325,136
1132,154.6725,135
1133,150.625,134
1134,145.685,133
1135,149.0825,132
1136,129.975,131
1137,149.2025,130
1138,144.5725,129
1139,141.1775,128
1140,133.725,127
1141,138.055,126
1142,141.1,125
1143,134.1625,124
1144,139.67,123
1145,130.6275,122
1146,137.3375,121
1147,122.18,120
1148,121.535,119
1149,128.68,118
1150,125.4425,117
1151,138.025,116
1152,126.985,115
1153,128.3225,114
1154,136.72,113
1155,128.2675,112
1156,118.47,111
1157,119.3575,110
1158,123.9675,109
1159,123.9725,108
1160,94.86,107
1161,89.475,106
1162,107.625,105
1163,108.695,104
1164,102.9525,103
1165,97.715,102
1166,109.2625,101
1167,81.41,100
1168,105.895,99
1169,101.7025,98
1170,77.345,97
1171,210.1825,340
1172,220.9425,339
1173,229.7625,338
1174,211.1225,337
1175,229.625,336
1176,218.7425,335
1177,208.8425,334
1178,201.08,333
1179,206.28,332
1180,219.165,331
1181,210.0425,330
1182,217.535,329
1183,214.81,328
1184,198.695,327
1185,208.345,326
1186,206.245,325
1187,214.3775,324
1188,204.6425,323
1189,204.565,322
1190,197.25,321
1191,184.92,320
1192,184.18,319
1193,186.2025,318
1194,213.9725,317
1195,191.885,316
1196,179.5975,315
1197,184.6425,314
1198,201.735,313
1199,203.8325,312
1200,198.47,311
1201,180.4375,310
1202,187.1075,309
1203,196.1575,308
1204,220.275,307
1205,163.1825,306
1206,191.7075,305
1207,190.3725,304
1208,202.035,303
1209,197.5825,302
1210,179.4725,301
1211,189.69,300
1212,211.7925,299
1213,193.2325,298
1214,179.69,297
1215,177.935,296
1216,184.98,295
1217,184.5775,294
1218,155.2775,293
1219,171.25,292
1220,158.2225,291
1221,161.425,290
1222,163.465,289
1223,165.7125,288
1224,168.235,287
1225,189.6775,286
1226,167.2725,285
1227,170.7025,284
1228,174.1675,283
1229,160.2825,282
1230,166.3975,281
1231,162.19,280
1232,170.4925,279
1233,163.73,278
1234,175.6475,277
1235,155.6725,276
1236,187.165,275
1237,175.6675,274
1238,149.6475,273
1239,170.79,272
1240,149.1975,271
1241,156.3775,270
1242,138.405,269
1243,141.6525,268
1244,151.4625,267
1245,150.37,266
1246,151.245,265
1247,159.2825,264
1248,155.72,263
1249,156.6875,262
1250,155.085,261
1251,162.5925,260
1252,157.11,259
1253,138.3075,258
1254,150.305,257
1255,143.32,256
1256,139.525,255
1257,159.1075,254
1258,147.995,253
1259,146.475,252
1260,164.68,251
1261,142.1475,250
1262,138.4075,249
1263,139.0875,248
1264,131.5175,247
1265,122.9475,246
1266,146.86,245
1267,142.5725,244
1268,132.465,243
1269,143.4225,242
1270,118.7,241
1271,144.8575,240
1272,143.3125,239
1273,145.9125,238
1274,122.0275,237
1275,140.7825,236
1276,150.3575,235
1277,155.645,234
1278,142.3475,233
1279,155.5025,232
1280,146.8475,231
1281,127.9425,230
1282,137.7325,229
1283,138.0975,228
1284,138.0275,227
1285,119.9925,226
1286,136.5425,225
1287,147.465,224
1288,145.465,223
1289,140.5875,222
1290,140.77,221
1291,143.9275,220
1292,143.4825,219
1293,130.5825,218
1294,134.285,217
1295,138.9625,216
1296,132.4975,215
1297,143.06,214
1298,133.1875,213
1299,115.82,212
1300,136.2575,211
1301,146.59,210
1302,125.425,209
1303,130.295,208
1304,139.7275,207
1305,140.6925,206
1306,127.2075,205
1307,136.555,204
1308,122.03,203
1309,120.29,202
1310,148.8225,201
1311,138.21,200
1312,138.11,199
1313,134.2775,198
1314,141.1825,197
1315,125.54,196
1316,136.59,195
1317,128.2875,194
1318,126.2675,193
1319,116.53,192
1320,127.9225,191
1321,121.395,190
1322,107.21,189
1323,137.08,188
1324,135.655,187
1325,125.905,186
1326,127.275,185
1327,127.3675,184
1328,119.875,183
1329,125.885,182
1330,124.5425,181
1331,119.83,180
1332,133.01,179
1333,127.6325,178
1334,119.6575,177
1335,131.72,176
1336,121.325,175
1337,132.3875,174
1338,126.1,173
1339,128.6125,172
1340,130.2575,171
1341,114.8875,170
1342,123.7125,169
1343,123.3925,168
1344,116.5575,167
1345,128.745,166
1346,128.06,165
1347,119.8925,164
1348,131.7025,163
1349,135.3075,162
1350,122.8325,161
1351,119.6325,160
1352,128.3525,159
1353,119.755,158
1354,121.5825,157
1355,122.065,156
1356,149.5625,155
1357,127.55,154
1358,128.79,153
1359,123.0325,152
1360,121.905,151
1361,126.0375,150
1362,115.225,149
1363,110.61,148
1364,114.9125,147
1365,107.2975,146
1366,120.3125,145
1367,114.8075,144
1368,105.7,143
1369,109.6225,142
1370,119.295,141
1371,116.695,140
1372,110.37,139
1373,111.29,138
1374,113.3925,137
1375,105.2925,136
1376,109.8525,135
1377,116.2525,134
1378,105.9725,133
1379,114.9075,132
1380,115.4275,131
1381,122.455,130
1382,109.2975,129
1383,116.02,128
1384,95.3575,127
1385,102.525,126
1386,113.545,125
1387,97.6425,124
1388,210.955,289
1389,191.35,288
1390,227.5425,287
1391,207.68,286
1392,218.85,285
1393,200.485,284
1394,216.78,283
1395,194.55,282
1396,192.5625,281
1397,197.065,280
1398,207.55,279
1399,194.1375,278
1400,200.715,277
1401,204.8175,276
1402,201.88,275
1403,197.4225,274
1404,207.765,273
1405,185.055,272
1406,196.145,271
1407,198.4675,270
1408,189.385,269
1409,193.0775,268
1410,199.5425,267
1411,177.3625,266
1412,185.775,265
1413,185.0125,264
1414,203.09,263
1415,174.785,262
1416,196.9125,261
1417,190.095,260
1418,185.7125,259
1419,183.39,258
1420,186.645,257
1421,188.4275,256
1422,177.315,255
1423,179.8275,254
1424,169.1275,253
1425,177.4725,252
1426,180.375,251
1427,187.7325,250
1428,182.5475,249
1429,159.265,248
1430,175.9075,247
1431,168.735,246
1432,164.3375,245
1433,168.285,244
1434,173.885,243
1435,162.905,242
1436,153.355,241
1437,150.0,240
1438,160.3475,239
1439,164.42,238
1440,156.41,237
1441,170.0825,236
1442,155.66,235
1443,159.9975,234
1444,163.7775,233
1445,145.335,232
1446,167.785,231
1447,148.09,230
1448,165.7,229
1449,163.0375,228
1450,168.785,227
1451,162.3825,226
1452,140.5725,225
1453,164.06,224
1454,158.505,223
1455,152.485,222
1456,146.45,221
1457,138.07,220
1458,147.7775,219
1459,148.2775,218
1460,160.1475,217
1461,130.4875,216
1462,154.46,215
1463,149.025,214
1464,150.15,213
1465,166.9875,212
1466,147.245,211
1467,132.7875,210
1468,134.8975,209
1469,162.2825,208
1470,157.52,207
1471,131.05,206
1472,163.0275,205
1473,142.2525,204
1474,142.9025,203
1475,133.97,202
1476,135.5075,201
1477,140.915,200
1478,136.88,199
1479,134.9575,198
1480,139.8575,197
1481,132.9375,196
1482,146.9475,195
1483,148.675,194
1484,118.8525,193
1485,150.9425,192
1486,137.3675,191
1487,118.275,190
1488,129.7825,189
1489,126.36,188
1490,131.1075,187
1491,138.1025,186
1492,129.7275,185
1493,140.7625,184
1494,132.845,183
1495,125.415,182
1496,112.7025,181
1497,122.1675,180
1498,128.9825,179
1499,136.02,178
1500,145.53,177
1501,114.855,176
1502,115.485,175
1503,138.96,174
1504,113.4825,173
1505,128.08,172
1506,127.4975,171
1507,118.5125,170
1508,131.02,169
1509,116.925,168
1510,114.855,167
1511,116.6275,166
1512,137.1,165
1513,120.1175,164
1514,118.615,163
1515,135.315,162
1516,126.1875,161
1517,138.0,160
1518,116.5775,159
1519,118.4875,158
1520,119.315,157
1521,117.7575,156
1522,136.78,155
1523,116.755,154
1524,106.99,153
1525,109.37,152
1526,141.9575,151
1527,115.3125,150
1528,117.78,149
1529,116.515,148
1530,118.8375,147
1531,133.4575,146
1532,129.6825,145
1533,116.685,144
1534,125.115,143
1535,121.7875,142
1536,126.89,141
1537,116.585,140
1538,120.9,139
1539,117.6375,138
1540,113.845,137
1541,148.285,136
1542,131.37,135
1543,110.345,134
1544,117.9325,133
1545,104.86,132
1546,118.905,131
1547,127.2525,130
1548,121.795,129
1549,132.485,128
1550,143.3425,127
1551,116.725,126
1552,121.5025,125
1553,117.1775,124
1554,127.4725,123
1555,125.415,122
1556,111.01,121
1557,121.3725,120
1558,128.9175,119
1559,112.7475,118
1560,114.6925,117
1561,123.69,116
1562,104.9975,115
1563,125.3625,114
1564,115.7875,113
1565,128.345,112
1566,129.0475,111
1567,116.7725,110
1568,134.095,109
1569,101.5375,108
1570,136.3125,107
1571,128.875,106
